id;user;fullname;url;timestamp;replies;likes;retweets;text
1132977055300300800;KamdemAbdiel;Abdiel kamdem;;2019-05-27 11:49:14+00;0;0;0;È appena uscito un nuovo video! LES CRYPTOMONNAIES QUI PULVÉRISENT BITCOIN EN 2019 https://t.co/yCsQMvRnyS
